,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
7132,10554720,house,house,429000.0,146.0,4.0,2.0,1.0,,,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,2.0,Gas,Non flood zone,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,2938.3561643835615
2057,10438244,house,house,975000.0,260.0,4.0,4.0,2.0,40.0,3.0,2.0,3.0,1.0,30.0,300.0,0.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1970,Wezembeek-Oppem,1970,Hainaut,3750.0
5970,10245293,house,villa,865000.0,190.0,4.0,4.0,2.0,40.0,3.0,1.0,2.0,1.0,20.0,450.0,0.0,1.0,3.0,0.0,4.0,Gas,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,4552.631578947368
3367,10516659,house,villa,827000.0,200.0,4.0,3.0,1.0,60.0,3.0,,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,Gas,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,4135.0
6933,10202832,other-property,exceptional-property,1500000.0,410.0,4.0,6.0,3.0,,1.0,2.0,4.0,,30.0,2000.0,0.0,1.0,0.0,0.0,3.0,Gas,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,3658.5365853658536
7590,10241745,house,villa,515000.0,141.0,4.0,3.0,1.0,20.0,1.0,,2.0,,30.0,300.0,,,0.0,0.0,2.0,Electric,Non flood zone,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,3652.482269503546
6583,10552595,house,villa,1890000.0,340.0,4.0,4.0,4.0,70.0,3.0,1.0,4.0,,60.0,0.0,,,3.0,0.0,7.0,,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,5558.823529411765
9135,10346650,house,house,825000.0,250.0,3.0,5.0,2.0,,3.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,5.0,Gas,,,1970,Wezembeek-Oppem,1970,Hainaut,3300.0
816,10333352,apartment,triplex,595000.0,170.0,2.0,3.0,2.0,50.0,3.0,,3.0,,9.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,3500.0
5875,10346940,house,villa,675000.0,160.0,4.0,4.0,3.0,30.0,3.0,2.0,3.0,1.0,20.0,500.0,0.0,0.0,2.0,0.0,3.0,Gas,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,4218.75
276,10554698,house,villa,975000.0,340.0,4.0,5.0,2.0,40.0,3.0,2.0,3.0,1.0,30.0,300.0,0.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1970,Wezembeek-Oppem,1970,Hainaut,2867.6470588235293
825,10432538,house,house,650000.0,211.0,4.0,5.0,1.0,28.0,3.0,1.0,2.0,1.0,29.0,250.0,0.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,3080.5687203791467
4776,10544507,house,villa,750000.0,250.0,4.0,7.0,2.0,50.0,3.0,,2.0,1.0,15.0,400.0,0.0,0.0,1.0,0.0,3.0,Gas,Non flood zone,,1970,Wezembeek-Oppem,1970,Hainaut,3000.0
4800,10451298,apartment,apartment,874350.0,194.0,3.0,3.0,2.0,80.0,3.0,,2.0,1.0,41.0,0.0,1.0,0.0,3.0,0.0,1.0,,Non flood zone,Urban,1970,Wezembeek-Oppem,1970,Hainaut,4506.958762886598
5812,10498449,house,house,498000.0,120.0,3.0,3.0,1.0,36.0,3.0,1.0,2.0,1.0,10.0,100.0,,,3.0,0.0,4.0,Gas,,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,4150.0
4310,10543213,apartment,apartment,250000.0,101.0,2.0,2.0,1.0,26.0,1.0,,2.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,5.0,Gas,,Isolated,1970,Wezembeek-Oppem,1970,Hainaut,2475.2475247524753
1220,10107766,house,house,645000.0,190.0,4.0,3.0,2.0,36.0,1.0,1.0,3.0,1.0,0.0,350.0,,,1.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1970,Wezembeek-Oppem,1970,Hainaut,3394.7368421052633
7120,10547153,house,villa,1890000.0,290.0,4.0,4.0,4.0,70.0,3.0,2.0,4.0,1.0,60.0,2100.0,0.0,1.0,3.0,1.0,7.0,,,,1970,Wezembeek-Oppem,1970,Hainaut,6517.241379310345
3302,10493731,house,villa,625000.0,211.0,4.0,4.0,2.0,40.0,3.0,,3.0,1.0,0.0,0.0,0.0,,3.0,,5.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1980,Zemst,1980,West Flanders,2962.0853080568722
255,10547492,house,house,465000.0,242.0,4.0,4.0,1.0,33.0,3.0,1.0,2.0,,0.0,400.0,0.0,0.0,2.0,0.0,3.0,Electric,Non flood zone,Isolated,1980,Zemst,1980,West Flanders,1921.4876033057851
2882,10552965,house,town-house,379000.0,260.0,2.0,3.0,1.0,53.0,1.0,,2.0,,10.0,0.0,,,2.0,,3.0,Gas,Non flood zone,,1981,Zemst,1980,West Flanders,1457.6923076923076
3375,10484453,house,house,885000.0,310.0,4.0,4.0,1.0,29.0,1.0,,2.0,1.0,37.0,3200.0,,,2.0,,5.0,Fuel oil,,,1981,Zemst,1980,West Flanders,2854.8387096774195
3818,10547601,apartment,apartment,645000.0,160.0,,2.0,1.0,80.0,3.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,4031.25
2939,10411578,apartment,penthouse,869000.0,135.0,2.0,2.0,1.0,,,,,1.0,14.0,0.0,1.0,,3.0,0.0,3.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,6437.037037037037
8717,10547474,apartment,apartment,385000.0,82.0,,2.0,1.0,,3.0,,1.0,1.0,6.0,0.0,1.0,,2.0,0.0,6.0,Gas,,Urban,2000,Antwerpen,2000,Brussels Capital Region,4695.121951219512
885,10554884,apartment,apartment,595000.0,152.0,2.0,2.0,1.0,,,,,1.0,12.0,0.0,1.0,,3.0,,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3914.4736842105262
1551,10394938,apartment,apartment,3400000.0,300.0,3.0,4.0,3.0,,3.0,,4.0,,60.0,0.0,1.0,,3.0,,7.0,Gas,,Urban,2000,Antwerpen,2000,Brussels Capital Region,11333.333333333334
3615,10496349,apartment,apartment,895000.0,200.0,2.0,3.0,2.0,,1.0,,,1.0,0.0,0.0,1.0,,3.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,4475.0
96,10556350,apartment,flat-studio,115000.0,16.0,2.0,1.0,1.0,,2.0,,1.0,,0.0,0.0,1.0,,3.0,,7.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,7187.5
672,10520400,other-property,mixed-use-building,349000.0,181.0,2.0,3.0,1.0,36.0,1.0,,2.0,,9.0,23.0,,,2.0,,6.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,1928.1767955801106
5367,9510195,other-property,exceptional-property,2950000.0,696.0,2.0,7.0,6.0,,1.0,,,,45.0,200.0,,,3.0,0.0,2.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,4238.505747126437
550,10527903,other-property,mixed-use-building,249000.0,50.0,4.0,1.0,1.0,28.0,2.0,,1.0,1.0,13.0,0.0,1.0,,2.0,,7.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,4980.0
3537,10499744,apartment,apartment,329000.0,87.0,,3.0,1.0,,,,1.0,1.0,6.0,0.0,1.0,,1.0,,6.0,,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3781.609195402299
3982,10472175,apartment,penthouse,1395000.0,219.0,,2.0,2.0,40.0,1.0,,3.0,,34.0,0.0,1.0,0.0,3.0,,6.0,,,,2000,Antwerpen,2000,Brussels Capital Region,6369.86301369863
3968,10511853,apartment,apartment,399000.0,100.0,,2.0,,,3.0,,1.0,1.0,30.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3990.0
6706,10404329,apartment,apartment,649000.0,125.0,2.0,3.0,2.0,,3.0,,,1.0,0.0,0.0,,,3.0,,1.0,Gas,,,2000,Antwerpen,2000,Brussels Capital Region,5192.0
8477,10349552,apartment,penthouse,549000.0,163.0,,2.0,1.0,,3.0,,1.0,,20.0,0.0,1.0,,3.0,0.0,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3368.0981595092026
4008,10554363,apartment,apartment,280000.0,42.0,2.0,1.0,1.0,,3.0,,,,0.0,0.0,0.0,0.0,3.0,,1.0,,,,2000,Antwerpen,2000,Brussels Capital Region,6666.666666666667
6282,10527893,apartment,apartment,385000.0,91.0,2.0,2.0,1.0,,1.0,,,1.0,0.0,0.0,,,3.0,,6.0,,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,4230.7692307692305
9278,9481452,apartment,apartment,575000.0,149.0,,1.0,1.0,,3.0,1.0,2.0,1.0,18.0,0.0,1.0,,3.0,0.0,1.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,3859.0604026845635
9268,10483939,apartment,apartment,450000.0,80.0,2.0,1.0,1.0,35.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,5625.0
7748,10352152,house,house,2350000.0,390.0,2.0,4.0,4.0,33.0,3.0,,5.0,1.0,18.0,0.0,0.0,0.0,3.0,0.0,6.0,Gas,,,2000,Antwerpen,2000,Brussels Capital Region,6025.641025641025
1651,10556351,other-property,mixed-use-building,115000.0,16.0,2.0,1.0,1.0,,2.0,,1.0,,0.0,0.0,1.0,,3.0,,7.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,7187.5
7258,10260618,apartment,apartment,849000.0,160.0,3.0,3.0,2.0,,1.0,,,,20.0,0.0,1.0,,3.0,0.0,1.0,,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,5306.25
3521,10442115,apartment,apartment,545000.0,130.0,2.0,3.0,2.0,,,,,1.0,16.0,0.0,1.0,,3.0,,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,4192.307692307692
7058,10261779,apartment,penthouse,799000.0,130.0,,3.0,2.0,46.0,3.0,2.0,2.0,1.0,62.0,0.0,1.0,,3.0,,1.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,6146.153846153846
6030,10555162,apartment,apartment,364000.0,76.0,4.0,2.0,1.0,29.0,3.0,,1.0,1.0,17.0,0.0,1.0,0.0,3.0,,6.0,,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,4789.473684210527
3574,10371856,apartment,penthouse,3200000.0,220.0,3.0,2.0,2.0,,1.0,,,1.0,100.0,0.0,1.0,,3.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,14545.454545454546
3919,10520604,apartment,apartment,269000.0,86.0,2.0,2.0,1.0,30.0,1.0,,1.0,,3.0,0.0,,,2.0,,4.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3127.906976744186
8497,10321551,apartment,apartment,720000.0,165.0,3.0,2.0,2.0,45.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,,3.0,1.0,6.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,4363.636363636364
7844,10528603,apartment,apartment,385000.0,72.0,,1.0,1.0,13.0,3.0,,1.0,,7.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,5347.222222222223
8456,10460156,apartment,apartment,425000.0,100.0,2.0,2.0,1.0,,1.0,,1.0,,10.0,0.0,1.0,0.0,3.0,,7.0,Gas,,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,4250.0
6330,10267583,apartment,apartment,849000.0,160.0,,3.0,2.0,34.0,3.0,2.0,2.0,,20.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,5306.25
8518,10463947,apartment,apartment,1195000.0,159.0,2.0,3.0,2.0,40.0,3.0,,2.0,1.0,9.0,0.0,1.0,,3.0,0.0,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,7515.723270440251
5180,10301693,apartment,apartment,990000.0,184.0,2.0,3.0,2.0,67.0,3.0,1.0,3.0,,15.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,5380.434782608696
6131,10543245,house,house,280000.0,42.0,2.0,1.0,1.0,,3.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,2000,Antwerpen,2000,Brussels Capital Region,6666.666666666667
4032,10209440,apartment,apartment,950000.0,180.0,4.0,2.0,2.0,38.0,3.0,2.0,2.0,,48.0,0.0,1.0,0.0,3.0,0.0,7.0,,,Urban,2000,Antwerpen,2000,Brussels Capital Region,5277.777777777777
3773,10357378,apartment,apartment,325000.0,104.0,,2.0,1.0,21.0,1.0,,1.0,,1.0,0.0,1.0,0.0,2.0,,5.0,Fuel oil,Non flood zone,Mall,2000,Antwerpen,2000,Brussels Capital Region,3125.0
8655,10488181,apartment,kot,105000.0,,2.0,,,,2.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Electric,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,
4357,10529412,apartment,apartment,319000.0,110.0,,2.0,1.0,45.0,3.0,,1.0,,5.0,0.0,1.0,0.0,2.0,,5.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,2900.0
6524,9983434,apartment,apartment,3200000.0,237.0,,2.0,2.0,,3.0,2.0,3.0,1.0,101.0,0.0,1.0,0.0,3.0,,6.0,Gas,,,2000,Antwerpen,2000,Brussels Capital Region,13502.10970464135
6511,10529327,apartment,penthouse,1106500.0,196.0,4.0,3.0,2.0,33.0,3.0,,2.0,1.0,56.0,0.0,1.0,,3.0,,6.0,,,,2000,Antwerpen,2000,Brussels Capital Region,5645.408163265306
4479,10566012,apartment,apartment,265000.0,53.0,2.0,1.0,1.0,20.0,3.0,,1.0,,12.0,0.0,0.0,,3.0,0.0,6.0,Gas,,Urban,2000,Antwerpen,2000,Brussels Capital Region,5000.0
6507,10529326,apartment,penthouse,956000.0,181.0,,3.0,2.0,22.0,3.0,,3.0,1.0,35.0,0.0,1.0,,3.0,,6.0,,,,2000,Antwerpen,2000,Brussels Capital Region,5281.767955801105
4386,10503339,apartment,apartment,405000.0,90.0,2.0,1.0,1.0,,,,,,6.0,0.0,1.0,,,,5.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,4500.0
4826,10343413,other-property,exceptional-property,2350000.0,378.0,2.0,4.0,4.0,,3.0,4.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,,6.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,6216.931216931217
6502,10393574,apartment,apartment,368000.0,93.0,2.0,1.0,1.0,40.0,3.0,1.0,1.0,,10.0,0.0,1.0,0.0,3.0,,7.0,,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,3956.989247311828
3723,10449679,other-property,mixed-use-building,425000.0,205.0,2.0,7.0,2.0,15.0,2.0,,2.0,1.0,12.0,26.0,,,1.0,,3.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,2073.170731707317
6561,10557458,apartment,apartment,399000.0,86.0,,1.0,1.0,,3.0,,1.0,,10.0,0.0,1.0,,3.0,0.0,7.0,Gas,Non flood zone,,2000,Antwerpen,2000,Brussels Capital Region,4639.53488372093
3721,10449678,house,house,425000.0,205.0,2.0,7.0,2.0,15.0,2.0,,2.0,1.0,12.0,26.0,,,1.0,,3.0,Gas,Non flood zone,Urban,2000,Antwerpen,2000,Brussels Capital Region,2073.170731707317
4421,10364645,apartment,apartment,290000.0,50.0,2.0,1.0,1.0,,3.0,,,,0.0,0.0,1.0,,3.0,0.0,1.0,Gas,,,2000,Antwerpen,2000,Brussels Capital Region,5800.0
4405,10176146,apartment,loft,695000.0,220.0,2.0,2.0,2.0,,1.0,,,1.0,0.0,150.0,,,3.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2000,Antwerpen,2000,Brussels Capital Region,3159.090909090909
8581,10461755,apartment,apartment,520000.0,136.0,2.0,3.0,1.0,35.0,3.0,,2.0,,29.0,0.0,1.0,,2.0,,6.0,Gas,Non flood zone,Urban,2018,2010,2010,Brussels Capital Region,3823.529411764706
6373,9971293,apartment,penthouse,2499000.0,352.0,2.0,3.0,2.0,60.0,3.0,,3.0,1.0,10.0,0.0,1.0,,3.0,,5.0,Fuel oil,Non flood zone,Urban,2018,2010,2010,Brussels Capital Region,7099.431818181818
9158,10514253,house,house,1100000.0,307.0,2.0,6.0,1.0,16.0,2.0,1.0,2.0,1.0,0.0,225.0,0.0,0.0,3.0,,5.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,3583.061889250814
5150,10516728,apartment,apartment,645000.0,160.0,,2.0,1.0,80.0,3.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,4031.25
4641,10535709,house,house,419000.0,160.0,,5.0,1.0,22.0,1.0,,1.0,,10.0,0.0,,,3.0,,6.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,2618.75
8526,10537006,apartment,penthouse,1590000.0,376.0,3.0,3.0,3.0,,3.0,,4.0,,273.0,0.0,1.0,,3.0,,2.0,Gas,,,2018,2010,2010,Brussels Capital Region,4228.723404255319
6621,10548579,house,house,309000.0,125.0,,2.0,,17.0,1.0,2.0,3.0,,0.0,0.0,,,2.0,0.0,2.0,Gas,,,2018,2010,2010,Brussels Capital Region,2472.0
7233,10398740,apartment,apartment,399000.0,172.0,1.0,4.0,1.0,,,,2.0,,0.0,0.0,1.0,0.0,1.0,,1.0,,,,2018,2010,2010,Brussels Capital Region,2319.767441860465
8085,10006023,house,house,425000.0,250.0,2.0,7.0,2.0,40.0,2.0,,,1.0,0.0,54.0,,,0.0,,4.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,1700.0
6970,10539580,other-property,exceptional-property,419000.0,160.0,,5.0,1.0,22.0,1.0,,1.0,,10.0,0.0,,,3.0,,6.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,2618.75
1295,10499657,house,house,998000.0,325.0,2.0,5.0,2.0,,1.0,,3.0,,50.0,0.0,,,3.0,,5.0,Gas,Non flood zone,"Living area (residential, urban or rural)",2018,2010,2010,Brussels Capital Region,3070.769230769231
5385,9780466,apartment,apartment,767000.0,201.0,2.0,3.0,3.0,52.0,3.0,,,1.0,11.0,0.0,1.0,,,,1.0,Gas,Non flood zone,Shop street,2018,2010,2010,Brussels Capital Region,3815.92039800995
6966,10539582,house,house,419000.0,160.0,,5.0,1.0,22.0,1.0,,1.0,,10.0,0.0,,,3.0,,6.0,Gas,Non flood zone,,2018,2010,2010,Brussels Capital Region,2618.75
8544,10555171,apartment,apartment,595000.0,180.0,2.0,3.0,2.0,,3.0,,,1.0,0.0,0.0,1.0,,3.0,,6.0,Gas,,,2018,2010,2010,Brussels Capital Region,3305.5555555555557
1724,10505558,house,house,679000.0,182.0,2.0,3.0,2.0,44.0,1.0,,3.0,,18.0,20.0,,,3.0,,7.0,,Non flood zone,Urban,2018,2010,2010,Brussels Capital Region,3730.769230769231
8406,10507400,apartment,apartment,305000.0,96.0,,2.0,1.0,,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,2.0,,5.0,Fuel oil,,"Living area (residential, urban or rural)",2018,2010,2010,Brussels Capital Region,3177.0833333333335
7757,10360034,other-property,exceptional-property,3900000.0,1054.0,2.0,10.0,4.0,73.0,3.0,,6.0,1.0,0.0,604.0,0.0,,2.0,0.0,6.0,Gas,,,2018,2010,2010,Brussels Capital Region,3700.189753320683
7129,10563495,apartment,apartment,439000.0,115.0,2.0,2.0,1.0,38.0,3.0,,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,Urban,2018,2010,2010,Brussels Capital Region,3817.391304347826
4723,10429584,other-property,mixed-use-building,875000.0,387.0,2.0,8.0,7.0,126.0,2.0,,8.0,,7.0,19.0,,,0.0,,4.0,Gas,Non flood zone,Urban,2018,2010,2010,Brussels Capital Region,2260.9819121447026
8487,10261782,apartment,apartment,595000.0,185.0,2.0,3.0,2.0,,3.0,2.0,2.0,,0.0,0.0,1.0,0.0,3.0,,5.0,,,,2018,2010,2010,Brussels Capital Region,3216.2162162162163
