,url,Available as of,Available date,Construction year,Floor,Number of floors,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Armored door,Terrace,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Unnamed: 31,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Tenement building,Address,Website,External reference,Covered parking spaces,As built plan,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Neighbourhood or locality,Outdoor parking spaces,Virtual visit,Office surface,Office,Intercom,Total ground floor buildable,Cadastral income,Garden surface,Visio phone,Terrace surface,TV cable,Thermic solar panels,Garden,Garden orientation,Photovoltaic solar panels,Property name,Conformity certification for fuel tanks,Monthly charges,Dining room,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water & electricity",Secure access / alarm,Living room,Caretaker,Obligation to build,Bedroom 5 surface,Professional space surface,Attic,Agent's name,Dressing room,How many fireplaces?,Laundry room,Terrace orientation,Common water heater,E-level (overall energy performance),Isolated,Professional space,Land is facing street,Wooded land,Plot at rear,Flat land,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Type of building,Number of annexes,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,EPC description,Extra information,Value of the property,Sea view,Current monthly revenue,Age of annuitants,Venue of the sale,Single session,Terms of visit,Starting price,Percentage rented
2752,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zaventem/1930/10536940,At delivery,December 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,/,Not specified,Not specified,,,,No,Kardinaal Mercierlaan 81 3001  - Leuven,http://www.living-stone.be,5305643,32.0,,Yes,,No,No,Non flood zone,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/adinkerke/8660/10458225,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kinderlaan 17 8670  - Oostduinkerke,,,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/9215912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationstraat 31 8790  - Waregem,http://www.dewaele.com/,D8790-21059-NBW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/10433110,At delivery,October 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,108  kWh/m²  kilowatt hour per square meters,C,,1,21 kg CO₂/m²,Not specified,,,,No,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,http://www.latouretpetit.be,5257325,1.0,,,,,,Possible flood zone,,1 - Bruxelles Est,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bachte-maria-leerne/9800/10462665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Brusselsesteenweg 690 9050  - Gentbrugge,http://www.landbergh.be/,PR23001IWPRA,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/beveren-leie/8791/9466117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationstraat 31 8790  - Waregem,http://www.dewaele.com/,D8790-21141-NBW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wachtebeke/9185/10102749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Gentstraat 425 9041  - Oostakker,http://www.pattymo.be,2250 -,,,,Yes,No,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/stekene/9190/10007663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Dorpsstraat, 21 9190  - Stekene",http://www.vanhoyevastgoed.be,6137 -,,,Yes,,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/stekene/9190/10183202,,May 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Dorpsstraat, 21 9190  - Stekene",http://www.vanhoyevastgoed.be,6338 -,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/koekelare/8680/9892480,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Wittenonnenstraat 67 8400  - Oostende,http://www.immocharlie.be,,,,Yes,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/marche-en-famenne/6900/10156408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31432 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/aiseau-presles/6250/9109437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,30857 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/knokke/8300/9123580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sparrendreef 90 – Kustlaan 239 – Duinbergenlaan 92 8300  - Knokke-Heist,http://www.pallen.be,Zoute Schorre,1.0,,Yes,Yes,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/tubize/1480/8634207,At delivery,June 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,9 chaussée de mons 1430  - Rebecq,http://www.inmgroup.be,3987586,,,,,,,,,Brabant Wallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/li%C3%A8ge/4000/10018102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grand Route 63a/006 4367  - Crisnée,http://www.accordimmo.be,629 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/kalken/9270/9852471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Loereveldstraat, 37 9290  - Overmere",http://www.immosafe.be,819 -,,,,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ruiselede/8755/9357888,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kapelanielaan 9c 9140  - Temse,http://www.ipon-nv.be,,,,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/braine-le-comte/7090/9204608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,30907 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ham/3945/10350659,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Acaciastraat 17 2440  - Geel,http://www.skilpod.com,,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/haaltert/9450/9895397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Loereveldstraat, 37 9290  - Overmere",http://www.immosafe.be,840 -,,,,Yes,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/nijlen/2560/9315557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vlaamse Kaai 90 2000  - Anvers,http://www.braboimmo.be,273 -,,,Yes,,No,No,Non flood zone,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/alken/3570/10487722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Abeelplein, 15 3840  - Borgloon",,4544 -,,,Yes,Yes,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/hannut/4280/8796377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,30628 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/verlaine/4537/10002869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31300 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ekeren/2180/10298826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vlaamse Kaai 90 2000  - Anvers,http://www.braboimmo.be,382 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/puurs/2870/10208799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Artsen zonder Grenzenstraat 31 2018  - Antwerpen,,P0708_H,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
2779,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wichelen/9260/10421992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Keizersplein 71 9300  - Aalst,http://appelmans.be,4052 -,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ramillies/1367/9709790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31151 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/beaufays/4052/9990430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31212 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/beringen/3580/10380732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Broekermolenplein 2 3500  - Hasselt,http://www.matexi.be,P0687_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
2783,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/anseremme/5500/9039914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,30730 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/marche-en-famenne/6900/10154174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31411 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels%20city/1000/9341361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Waterloosesteenweg 631 1050  - Brussel,http://www.dewaele.com,D1050-21078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/puurs%20sint-amands/2870/9908811,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kapelanielaan 9c 9140  - Temse,http://www.ipon-nv.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/flobecq/7880/10195413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,31377 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/berloz/4257/6349237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Rue de la Besace, 14 6852  - Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,446 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bilzen/3740/10351529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Broekermolenplein 2 3500  - Hasselt,http://www.matexi.be,P0205_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
2795,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-l%27alleud/1420/10423876,At delivery,January 31 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,93  kWh/m²  kilowatt hour per square meters,B,,1,23 kg CO₂/m²,Not specified,,,,No,Av. Reine Astrid 215 1410  - Waterloo,http://www.latouretpetit.be,5268677,123.0,,,,,,,,2 - Brabant Wallon Ouest,123.0,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10395002,After signing the deed,March 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,93  kWh/m²  kilowatt hour per square meters,B,,1,23 kg CO₂/m²,Not specified,,,,No,Av. Reine Astrid 215 1410  - Waterloo,http://www.latouretpetit.be,5254948,12.0,,,,,,Non flood zone,,2 - BRABANT WALLON,12.0,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10445400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussée de la Hulpe 177/16 1170  - Watermael-boitsfort,http://www.westavenue.be,,,,Yes,Yes,,No,Non flood zone,,Quartier de la gare,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/9189605,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 1 8370  - Blankenberge,http://www.immofrancois.be,,,,Yes,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liege/4000/9968899,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue Bonne Fortune 9 4000  - Liège,https://www.engelvoelkers.com/fr-be/liege/,4799750,,,,,,,,,Liège,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/adinkerke/8660/10459671,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kinderlaan 17 8670  - Oostduinkerke,,,,,Yes,No,Yes,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diepenbeek/3590/10535738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint Martinusplein 1 3600  - Genk,http://www.heylenvastgoed.be,86802 - NWB-23-KLU-0,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mechelen/2800/10213718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Korenmarkt 8 2800  - Mechelen,https://agency.quares.be,835564 -,,,,,,,,,Nekkerspoel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerp/2018/10451398,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Jordaenskaai, 21 2000  - Antwerpen",http://www.demeester.eu,5276073,,,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ooigem/8710/10470291,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Markt 32 8700  - Tielt,,,,,Yes,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ooigem/8710/10468635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationstraat 31 8790  - Waregem,http://www.dewaele.com/,D8790-23013-NBW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10504952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussée de Huy 231 1325  - Chaumont-Gistoux,http://www.trust-realestate.be,1782 -,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gooik/1755/9463561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Alsembergsesteenweg 660 1653  - Dworp,http://www.multimmo.be,6210 -,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/10194055,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Avenue Louise , 544 1050  - Bruxelles",http://www.engelvoelkers.be,5076689,100.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schaerbeek/1030/10516298,At delivery,December 31 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,62  kWh/m²  kilowatt hour per square meters,B,,1,15 kg CO₂/m²,Not specified,,,,No,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,http://www.latouretpetit.be,5316756,1.0,,,,,,Non flood zone,,1 - Bruxelles Est,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
