,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Swimming pool,Energy class,Heating type,Price,Address,Flood zone type,Garden surface,Terrace surface,Garden
4368,Just renovated,2.0,,73  m² square meters,25  m² square meters,Installed,2.0,1.0,,1.0,Yes,,,,,B,Gas,"€ 235,000  235000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,Non flood zone,,6  m²  square meters,
4369,Good,2.0,"Living area (residential, urban or rural)",59  m² square meters,,USA installed,1.0,1.0,,1.0,,No,,Yes,No,F,Gas,"€ 245,000  245000 €","Rue Abbé Cuypers (étage 1), 3 1040  - Bruxelles",,,20  m²  square meters,
4370,As new,2.0,Urban,100  m² square meters,,Not installed,2.0,1.0,,1.0,,No,,,,A,Gas,"€ 249,000  249000 €",Stationstraat 30 9600  - Ronse,Non flood zone,,10  m²  square meters,
4371,Good,3.0,"Living area (residential, urban or rural)",146  m² square meters,48  m² square meters,Installed,2.0,1.0,1.0,1.0,Yes,No,,No,No,G,Gas,"€ 315,000  315000 €",Avenue Louise 231 1050  - Ixelles,Non flood zone,,7  m²  square meters,
4372,As new,2.0,Urban,105  m² square meters,,Hyper equipped,2.0,1.0,,1.0,,No,,Yes,No,C,Gas,"€ 386,000  386000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,,
4373,As new,,Urban,97  m² square meters,,USA hyper equipped,3.0,1.0,,1.0,,,Yes,,,B,Gas,"€ 525,000  525000 €",Albert I Promenade 79 8400  - Oostende,,,,
4374,As new,2.0,Urban,115  m² square meters,37  m² square meters,Installed,3.0,2.0,1.0,2.0,Yes,No,,Yes,No,B,Gas,"€ 489,999  489999 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,,,27  m²  square meters,
4375,Good,2.0,Isolated,157  m² square meters,35  m² square meters,USA installed,3.0,2.0,2.0,2.0,,No,,No,No,G,Gas,"€ 325,000  325000 €",Avenue Louise 231 1050  - Ixelles,,,,
4376,Good,3.0,,130  m² square meters,28  m² square meters,Installed,3.0,1.0,,1.0,Yes,,Yes,,,D,Gas,,Avenuedes Ardennes 7d 4500  - Huy,,,,
4377,As new,4.0,Urban,33  m² square meters,,Installed,1.0,1.0,1.0,1.0,Yes,Yes,Yes,Yes,,Not specified,Gas,"€ 175,000  175000 €",Markt 58 9800  - Deinze,,,,Yes
4378,Good,4.0,"Living area (residential, urban or rural)",180  m² square meters,50  m² square meters,,3.0,1.0,,2.0,Yes,,,,,C,Fuel oil,,Chaussee de Charleroi 59 B 5030  - Gembloux,,,50  m²  square meters,Yes
4379,To renovate,2.0,Urban,80  m² square meters,30  m² square meters,Installed,2.0,1.0,2.0,2.0,Yes,No,,No,No,G,Gas,"€ 119,000  119000 €",Grand rue 191 4870  - Trooz,,,45  m²  square meters,
4380,To be done up,4.0,Isolated,44  m² square meters,15  m² square meters,USA installed,2.0,1.0,1.0,1.0,,Yes,,,,G,Electric,"€ 135,000  135000 €",Chaussée de Liège 7 6900  - Marche,Non flood zone,265  m²  square meters,20  m²  square meters,
4381,To renovate,2.0,Isolated,70  m² square meters,15  m² square meters,Not installed,2.0,1.0,1.0,1.0,Yes,No,,,,F,Gas,"€ 99,000  99000 €",Grand rue 191 4870  - Trooz,,,7  m²  square meters,
4382,To renovate,3.0,Countryside,140  m² square meters,27  m² square meters,Not installed,3.0,1.0,1.0,2.0,,No,,No,No,D,Fuel oil,"€ 165,000  165000 €",Grand rue 191 4870  - Trooz,,80  m²  square meters,20  m²  square meters,
4383,To renovate,2.0,Urban,58  m² square meters,16  m² square meters,USA installed,2.0,1.0,,1.0,,No,,No,No,D,Gas,"€ 179,000  179000 €",Hoogstraat 5 2800  - Mechelen,Non flood zone,,,
4384,As new,2.0,Urban,54  m² square meters,14  m² square meters,Hyper equipped,1.0,1.0,1.0,1.0,Yes,No,Yes,No,No,C,Electric,"€ 159,000  159000 €",Rue Simon 46/2 6990  - Hotton,Non flood zone,,,
4385,To renovate,3.0,Countryside,140  m² square meters,27  m² square meters,Not installed,3.0,1.0,1.0,2.0,,No,,No,No,D,Fuel oil,"€ 165,000  165000 €",Grand rue 191 4870  - Trooz,,80  m²  square meters,20  m²  square meters,
4386,To be done up,3.0,Urban,135  m² square meters,,Not installed,2.0,1.0,,1.0,,No,,No,No,G,Fuel oil,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,,180  m²  square meters,20  m²  square meters,
4387,Good,2.0,Isolated,146  m² square meters,14  m² square meters,Installed,3.0,1.0,1.0,1.0,Yes,No,,,,E,Fuel oil,"€ 180,000  180000 €",Grand rue 191 4870  - Trooz,,,32  m²  square meters,
4447,To be done up,4.0,Countryside,90  m² square meters,14  m² square meters,Installed,2.0,1.0,,2.0,Yes,No,,,,F,Fuel oil,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,,15  m²  square meters,,
4448,To be done up,4.0,Countryside,90  m² square meters,14  m² square meters,Installed,2.0,1.0,,2.0,Yes,No,,,,F,Fuel oil,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,,15  m²  square meters,,
4449,To renovate,4.0,,193  m² square meters,40  m² square meters,Semi equipped,3.0,1.0,,,Yes,,Yes,,,G,Fuel oil,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",Avenue des Ardennes 1/02 4500  - Huy,,1680  m²  square meters,,
4450,To renovate,3.0,Countryside,145  m² square meters,,Semi equipped,3.0,1.0,,2.0,,No,,,,F,Fuel oil,"€ 189,000  189000 €",Dampoortstraat 41 9000  - Gent,,570  m²  square meters,15  m²  square meters,
4451,To renovate,2.0,Urban,76  m² square meters,25  m² square meters,Not installed,2.0,1.0,,2.0,,No,Yes,,,F,Gas,"€ 189,000  189000 €","Oude zandstraat , 30 9120  - Beveren",Non flood zone,,,
4452,Good,4.0,Landscape,164  m² square meters,28  m² square meters,Semi equipped,4.0,1.0,,1.0,,,,,,F,Gas,"Make an offer starting from  € 219,000  Make an offer starting from  219000 €",Avenue des Ardennes 1/02 4500  - Huy,,,81  m²  square meters,
4453,Good,3.0,,100  m² square meters,,Semi equipped,3.0,,1.0,2.0,Yes,,,,,G,Fuel oil,"Make an offer starting from  € 210,000  Make an offer starting from  210000 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4454,To be done up,2.0,"Living area (residential, urban or rural)",120  m² square meters,21  m² square meters,Installed,5.0,1.0,1.0,2.0,Yes,No,,No,No,D,Gas,"€ 219,000  219000 €",Rue du Page 59 bte 1 1050  - Ixelles,,,6  m²  square meters,
4455,Good,4.0,,168  m² square meters,15  m² square meters,Installed,3.0,1.0,,1.0,Yes,,,,,F,Pellet,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",Avenue des Ardennes 1/02 4500  - Huy,,1340  m²  square meters,,
4456,To renovate,4.0,Isolated,125  m² square meters,32  m² square meters,Installed,4.0,1.0,,1.0,,No,,,,C,Gas,"€ 195,000  195000 €",Grand rue 191 4870  - Trooz,,400  m²  square meters,,
4457,Good,2.0,,160  m² square meters,,Installed,1.0,1.0,,2.0,Yes,,Yes,,,B,Gas,"€ 219,500  219500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4458,Good,3.0,,100  m² square meters,26  m² square meters,Installed,2.0,1.0,,2.0,Yes,,,,,E,Gas,"Make an offer starting from  € 220,000  Make an offer starting from  220000 €",Avenuedes Ardennes 7d 4500  - Huy,,380  m²  square meters,35  m²  square meters,
4459,To be done up,3.0,Countryside,135  m² square meters,32  m² square meters,Semi equipped,3.0,1.0,,2.0,Yes,,Yes,,,E,Gas,"Make an offer starting from  € 219,500  Make an offer starting from  219500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4460,To be done up,3.0,,181  m² square meters,28  m² square meters,Semi equipped,3.0,1.0,,2.0,Yes,,,,,F,Fuel oil,"Make an offer starting from  € 229,000  Make an offer starting from  229000 €",Avenuedes Ardennes 7d 4500  - Huy,,1450  m²  square meters,12  m²  square meters,
4461,Good,2.0,Isolated,117  m² square meters,14  m² square meters,Installed,3.0,1.0,1.0,2.0,Yes,No,,No,No,D,Fuel oil,"€ 220,000  220000 €",Place Merlot 6 4100  - Seraing,Non flood zone,70  m²  square meters,25  m²  square meters,
4462,Just renovated,3.0,,81  m² square meters,12  m² square meters,,2.0,1.0,,2.0,Yes,,,,,G,Gas,"€ 225,000  225000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,104  m²  square meters,9  m²  square meters,
4463,Good,3.0,,146  m² square meters,29  m² square meters,Installed,3.0,1.0,,2.0,Yes,,,,,D,Gas,"Make an offer starting from  € 229,000  Make an offer starting from  229000 €",Avenue des Ardennes 1/02 4500  - Huy,,186  m²  square meters,65  m²  square meters,
4464,To renovate,2.0,Urban,140  m² square meters,26  m² square meters,Not installed,4.0,1.0,2.0,2.0,Yes,No,,No,No,F,Gas,"€ 235,000  235000 €",Avenue de la chasse 159 1040  - Etterbeek,Non flood zone,50  m²  square meters,10  m²  square meters,
4465,Good,2.0,,120  m² square meters,36  m² square meters,Installed,3.0,1.0,,1.0,,,,,,E,Gas,"€ 239,000  239000 €",Alsembergsesteenweg 660 1653  - Dworp,,75  m²  square meters,7  m²  square meters,
4466,To be done up,3.0,Isolated,120  m² square meters,,Semi equipped,3.0,2.0,2.0,2.0,,No,,,,G,Electric,"€ 229,000  229000 €",Grand rue 191 4870  - Trooz,,250  m²  square meters,32  m²  square meters,
4467,Good,2.0,,120  m² square meters,27  m² square meters,Semi equipped,3.0,1.0,,2.0,Yes,,Yes,,,F,Fuel oil,"Make an offer starting from  € 229,500  Make an offer starting from  229500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4468,Good,3.0,Countryside,155  m² square meters,32  m² square meters,Semi equipped,2.0,1.0,,2.0,Yes,,Yes,,,C,Gas,"Make an offer starting from  € 235,000  Make an offer starting from  235000 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4469,As new,3.0,,125  m² square meters,50  m² square meters,Installed,2.0,1.0,,2.0,Yes,,,,,D,Fuel oil,"€ 239,500  239500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,
4470,Good,2.0,,185  m² square meters,25  m² square meters,Semi equipped,5.0,1.0,,2.0,,,,,,E,Gas,"Make an offer starting from  € 249,500  Make an offer starting from  249500 €",Avenuedes Ardennes 7d 4500  - Huy,,44  m²  square meters,10  m²  square meters,
4471,To renovate,3.0,Urban,100  m² square meters,27  m² square meters,Semi equipped,3.0,1.0,,1.0,Yes,,,,,G,Gas,"€ 250,000  250000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,32  m²  square meters,Yes
4472,As new,3.0,,158  m² square meters,31  m² square meters,Semi equipped,3.0,1.0,,2.0,Yes,,,,,C,Gas,"Make an offer starting from  € 258,000  Make an offer starting from  258000 €",Avenuedes Ardennes 7d 4500  - Huy,,,30  m²  square meters,Yes
4473,To renovate,3.0,,201  m² square meters,28  m² square meters,Semi equipped,3.0,1.0,,2.0,,,,,,E,Fuel oil,"€ 269,000  269000 €",Dorpshart 10 2870  - Puurs,Non flood zone,,25  m²  square meters,Yes
4474,Good,3.0,,135  m² square meters,,Installed,3.0,,1.0,1.0,Yes,,Yes,,,E,Fuel oil,"Make an offer starting from  € 259,500  Make an offer starting from  259500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4475,Good,2.0,Urban,155  m² square meters,,Semi equipped,,1.0,1.0,2.0,Yes,,,No,No,D,Gas,"€ 259,000  259000 €",Grand rue 191 4870  - Trooz,Non flood zone,,,
4476,To be done up,3.0,Urban,200  m² square meters,26  m² square meters,Installed,5.0,2.0,2.0,2.0,Yes,No,,No,No,F,Gas,"€ 275,000  275000 €",Grand rue 191 4870  - Trooz,Non flood zone,400  m²  square meters,70  m²  square meters,
4477,As new,2.0,,199  m² square meters,38  m² square meters,Hyper equipped,4.0,1.0,,2.0,,,,,,A,Gas,"€ 287,500  287500 €",Rue Chalmagne 2 6120  - Marbaix (Ht.),Non flood zone,200  m²  square meters,30  m²  square meters,
4478,Good,3.0,,132  m² square meters,44  m² square meters,Installed,3.0,1.0,,2.0,Yes,,,,,F,Fuel oil,"Make an offer starting from  € 279,000  Make an offer starting from  279000 €",Avenue des Ardennes 1/02 4500  - Huy,,253  m²  square meters,15  m²  square meters,
4479,As new,4.0,Isolated,200  m² square meters,26  m² square meters,Installed,3.0,1.0,1.0,1.0,Yes,No,,No,No,B,Fuel oil,"€ 279,000  279000 €",Grand rue 191 4870  - Trooz,,500  m²  square meters,20  m²  square meters,
4480,Good,2.0,,93  m² square meters,,Installed,2.0,1.0,,1.0,Yes,Yes,,Yes,,A,Gas,"€ 279,000  279000 €","Roterijstraat, 202 8793  - Waregem",Non flood zone,,22  m²  square meters,
4481,Good,3.0,,190  m² square meters,25  m² square meters,,5.0,3.0,,3.0,,,,,,D,Pellet,"€ 289,000  289000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,,30  m²  square meters,
4482,To be done up,4.0,Isolated,162  m² square meters,30  m² square meters,Installed,3.0,1.0,1.0,2.0,Yes,No,,No,No,G,Electric,"€ 290,000  290000 €",Grand rue 191 4870  - Trooz,,700  m²  square meters,,
4483,Good,3.0,,190  m² square meters,25  m² square meters,,5.0,3.0,,3.0,,,,,,D,Pellet,"€ 289,000  289000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,,30  m²  square meters,
4484,Good,2.0,"Living area (residential, urban or rural)",130  m² square meters,24  m² square meters,Installed,2.0,3.0,2.0,3.0,,,,,,E,Gas,"€ 290,000  290000 €",122 RUE DE MONT-ST-PONT 1440  - Braine-le-chateau,Recognized flood zone,55  m²  square meters,20  m²  square meters,
4485,As new,2.0,"Living area (residential, urban or rural)",115  m² square meters,30  m² square meters,USA hyper equipped,3.0,1.0,1.0,2.0,,No,,No,No,B,Electric,"€ 295,000  295000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,15  m²  square meters,15  m²  square meters,
4486,To renovate,2.0,Isolated,139  m² square meters,23  m² square meters,Semi equipped,3.0,1.0,,2.0,,,Yes,,,F,Gas,"€ 295,000  295000 €",Astridlaan 1 1700  - Dilbeek,Non flood zone,174  m²  square meters,,
4487,Good,3.0,Isolated,160  m² square meters,17  m² square meters,Installed,3.0,1.0,,2.0,,No,,No,No,D,Fuel oil,"€ 295,000  295000 €",Veemarkt 14 3300  - Tienen,Non flood zone,100  m²  square meters,30  m²  square meters,
4488,To be done up,4.0,Countryside,174  m² square meters,40  m² square meters,,4.0,1.0,1.0,1.0,Yes,No,,No,No,F,Fuel oil,"€ 295,000  295000 €",Rue Simon 46/2 6990  - Hotton,,946  m²  square meters,,
4489,Good,3.0,Countryside,148  m² square meters,26  m² square meters,Semi equipped,3.0,1.0,,2.0,,,,,,E,Fuel oil,"Make an offer starting from  € 298,000  Make an offer starting from  298000 €",Chaussée de Mons 14 1400  - Nivelles,,1800  m²  square meters,14  m²  square meters,
4490,Good,3.0,"Living area (residential, urban or rural)",135  m² square meters,39  m² square meters,Semi equipped,3.0,1.0,,2.0,Yes,,,,,B,Gas,"Make an offer starting from  € 297,500  Make an offer starting from  297500 €",Avenuedes Ardennes 7d 4500  - Huy,,270  m²  square meters,14  m²  square meters,
4491,To renovate,2.0,Isolated,260  m² square meters,22  m² square meters,USA hyper equipped,4.0,3.0,,3.0,,No,,No,No,D,Gas,"€ 299,000  299000 €",Fonteinstraat 11 bus 001 1640  - St Genesius Rode,Recognized flood zone,,30  m²  square meters,
4492,To be done up,2.0,Urban,180  m² square meters,,Semi equipped,3.0,3.0,5.0,5.0,,No,,Yes,No,G,Gas,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,Non flood zone,,,
4493,To renovate,4.0,Isolated,168  m² square meters,43  m² square meters,Semi equipped,4.0,1.0,1.0,2.0,Yes,No,,No,No,E,Fuel oil,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,,600  m²  square meters,33  m²  square meters,
4494,Good,2.0,Isolated,210  m² square meters,21  m² square meters,Installed,3.0,2.0,2.0,3.0,Yes,No,,No,No,B,Gas,"€ 299,000  299000 €",Grand rue 191 4870  - Trooz,,400  m²  square meters,20  m²  square meters,
4495,As new,3.0,,182  m² square meters,,Hyper equipped,4.0,1.0,,2.0,,No,Yes,,,B,Gas,"€ 335,000  335000 €","Vanderkelenstraat, 22 3000  - Leuven",Non flood zone,,,
4496,As new,2.0,"Living area (residential, urban or rural)",125  m² square meters,40  m² square meters,USA semi equipped,3.0,1.0,1.0,2.0,Yes,No,,,,B,Electric,"€ 345,000  345000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,8  m²  square meters,
4497,Good,4.0,,190  m² square meters,,,5.0,1.0,,2.0,,,Yes,,,C,Gas,"€ 348,000  348000 €",Kolmen 28 3980  - Tessenderlo,Non flood zone,,,Yes
4498,As new,2.0,"Living area (residential, urban or rural)",100  m² square meters,30  m² square meters,USA hyper equipped,3.0,1.0,,2.0,Yes,,,No,No,B,Electric,"€ 310,000  310000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,35  m²  square meters,15  m²  square meters,
4499,Good,2.0,"Living area (residential, urban or rural)",157  m² square meters,31  m² square meters,USA installed,3.0,1.0,1.0,1.0,Yes,No,,,,F,Gas,"€ 349,000  349000 €",Rue Eugène Toussaint 65 1090  - Jette,,200  m²  square meters,20  m²  square meters,
4500,Good,2.0,Countryside,90  m² square meters,,USA hyper equipped,1.0,1.0,1.0,1.0,,,,No,No,G,Gas,"€ 325,000  325000 €",av. de la Floride 77 1180  - Uccle,,40  m²  square meters,30  m²  square meters,
4501,Good,4.0,,160  m² square meters,45  m² square meters,Installed,4.0,1.0,,,,,Yes,,,B,Gas,"Make an offer starting from  € 349,500  Make an offer starting from  349500 €",Avenuedes Ardennes 7d 4500  - Huy,,,,Yes
4502,Good,2.0,"Living area (residential, urban or rural)",85  m² square meters,21  m² square meters,Installed,3.0,1.0,,1.0,,No,,,,F,Gas,"€ 349,000  349000 €",Meeuwenlaan 4 1800  - Vilvoorde,Non flood zone,35  m²  square meters,10  m²  square meters,
4503,As new,4.0,Countryside,160  m² square meters,21  m² square meters,USA hyper equipped,4.0,1.0,,,,Yes,,No,Yes,E,Fuel oil,"€ 349,999  349999 €",,Non flood zone,800  m²  square meters,25  m²  square meters,
4504,Good,2.0,Urban,291  m² square meters,24  m² square meters,USA installed,3.0,2.0,1.0,3.0,Yes,No,,No,No,D,Gas,"€ 360,000  360000 €",Grand Place 2 1470  - Genappe,Non flood zone,10  m²  square meters,9  m²  square meters,
4505,To renovate,4.0,,110  m² square meters,25  m² square meters,Not installed,2.0,1.0,,2.0,,,,,,D,Fuel oil,"Make an offer starting from  € 315,000  Make an offer starting from  315000 €",Grand' Route 69 A 1435  - Corbais,Non flood zone,1332  m²  square meters,30  m²  square meters,
4506,As new,3.0,Urban,141  m² square meters,32  m² square meters,USA hyper equipped,3.0,1.0,,2.0,,,Yes,No,No,B,Gas,"€ 355,000  355000 €",Hoogstraat 20 9340  - Lede,Non flood zone,,,
4566,To renovate,2.0,Urban,180  m² square meters,,USA installed,4.0,1.0,1.0,2.0,Yes,No,,,,G,Gas,"€ 369,000  369000 €",Avenue Louise 433 1050  - Bruxelles,,90  m²  square meters,90  m²  square meters,
4567,To renovate,4.0,"Living area (residential, urban or rural)",215  m² square meters,45  m² square meters,Semi equipped,4.0,2.0,,2.0,Yes,,,,,E,Gas,"€ 365,000  365000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,,Yes
4568,To renovate,2.0,Urban,180  m² square meters,,USA installed,4.0,1.0,1.0,2.0,Yes,No,,,,G,Gas,"€ 369,000  369000 €",Avenue Louise 433 1050  - Bruxelles,,90  m²  square meters,90  m²  square meters,
4570,To renovate,4.0,,273  m² square meters,,Semi equipped,4.0,1.0,,2.0,Yes,,,,,F,Fuel oil,"€ 370,000  370000 €",Rue Charles Magnette 24/40 4000  - Liège,,848  m²  square meters,,
4571,To renovate,4.0,,273  m² square meters,,Semi equipped,4.0,1.0,,2.0,Yes,,,,,F,Fuel oil,"€ 370,000  370000 €",Rue Charles Magnette 24/40 4000  - Liège,,848  m²  square meters,,
4572,To renovate,4.0,Urban,135  m² square meters,29  m² square meters,Semi equipped,2.0,1.0,1.0,1.0,,,,,,D,Gas,"€ 370,000  370000 €",Astridlaan 1 1700  - Dilbeek,Non flood zone,,,
4573,To be done up,2.0,,152  m² square meters,25  m² square meters,Installed,4.0,2.0,,2.0,Yes,,,,,B,Gas,"€ 365,000  365000 €",Chaussée de Bruxelles 168 1410  - Waterloo,,182  m²  square meters,43  m²  square meters,
4574,To be done up,4.0,,140  m² square meters,,Semi equipped,3.0,1.0,,2.0,Yes,,Yes,,,D,Fuel oil,"€ 369,000  369000 €",Alsembergsesteenweg 660 1653  - Dworp,Non flood zone,,,
4575,To renovate,2.0,,156  m² square meters,17  m² square meters,,3.0,1.0,,3.0,,,Yes,,,F,Fuel oil,"€ 375,000  375000 €",rue du Monastère 12 1000  - Bruxelles ville,Non flood zone,140  m²  square meters,,
4576,To be done up,2.0,Isolated,250  m² square meters,,USA hyper equipped,4.0,2.0,2.0,3.0,,No,Yes,No,No,G,Gas,"€ 379,000  379000 €",Cicerolaan 33 1140  - Evere,,,,
4577,Good,2.0,Urban,190  m² square meters,30  m² square meters,Installed,4.0,3.0,,4.0,,,Yes,No,No,D,Gas,"€ 375,000  375000 €",Astridlaan 1 1700  - Dilbeek,,,,
4578,Just renovated,2.0,,289  m² square meters,,Installed,6.0,2.0,,3.0,Yes,,,,,B,Gas,"€ 379,000  379000 €",Zuidlaan 2 9200  - Dendermonde,Non flood zone,,,Yes
4579,Good,4.0,,215  m² square meters,,Installed,3.0,1.0,,2.0,Yes,,Yes,,,E,Fuel oil,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",Porte d'Ogy 78 7860  - Lessines,,,,
